====================================================================================================================================
                                                               S L S                                                                
                                                            version: 3.3                                                            
                                                S I M U L A T I O N   R E S U L T S                                                 
====================================================================================================================================
 time         | c   f   f   f   f   f   f   f   f   f   f   f   f   f   f   f   f   f   r 
 in 1e-09 sec | l   2   4   8   1   3   6   1   2   5   1   2   4   8   1   3   6   1   e 
              | k               6   2   4   2   5   1   0   0   0   1   6   2   5   3   s 
     971101.4 | 1   0   0   0   0   1   1   1   1   0   1   0   0   1   0   0   0   0   0
     971102.4 | 1   0   1   0   0   1   1   1   1   0   1   0   0   1   0   0   0   0   0
     971200.0 | 0   0   1   0   0   1   1   1   1   0   1   0   0   1   0   0   0   0   0
     971300.0 | 1   0   1   0   0   1   1   1   1   0   1   0   0   1   0   0   0   0   0
     971301.1 | 1   1   1   0   0   1   1   1   1   0   1   0   0   1   0   0   0   0   0
     971400.0 | 0   1   1   0   0   1   1   1   1   0   1   0   0   1   0   0   0   0   0
     971500.0 | 1   1   1   0   0   1   1   1   1   0   1   0   0   1   0   0   0   0   0
     971501.4 | 1   0   1   0   0   1   1   1   1   0   1   0   0   1   0   0   0   0   0
     971502.7 | 1   0   0   0   0   1   1   1   1   0   1   0   0   1   0   0   0   0   0
     971503.7 | 1   0   0   1   0   1   1   1   1   0   1   0   0   1   0   0   0   0   0
     971600.0 | 0   0   0   1   0   1   1   1   1   0   1   0   0   1   0   0   0   0   0
     971700.0 | 1   0   0   1   0   1   1   1   1   0   1   0   0   1   0   0   0   0   0
     971701.1 | 1   1   0   1   0   1   1   1   1   0   1   0   0   1   0   0   0   0   0
     971800.0 | 0   1   0   1   0   1   1   1   1   0   1   0   0   1   0   0   0   0   0
     971900.0 | 1   1   0   1   0   1   1   1   1   0   1   0   0   1   0   0   0   0   0
     971901.4 | 1   0   0   1   0   1   1   1   1   0   1   0   0   1   0   0   0   0   0
     971902.4 | 1   0   1   1   0   1   1   1   1   0   1   0   0   1   0   0   0   0   0
     972000.0 | 0   0   1   1   0   1   1   1   1   0   1   0   0   1   0   0   0   0   0
     972100.0 | 1   0   1   1   0   1   1   1   1   0   1   0   0   1   0   0   0   0   0
     972101.1 | 1   1   1   1   0   1   1   1   1   0   1   0   0   1   0   0   0   0   0
     972200.0 | 0   1   1   1   0   1   1   1   1   0   1   0   0   1   0   0   0   0   0
     972300.0 | 1   1   1   1   0   1   1   1   1   0   1   0   0   1   0   0   0   0   0
     972301.4 | 1   0   1   1   0   1   1   1   1   0   1   0   0   1   0   0   0   0   0
     972302.7 | 1   0   0   1   0   1   1   1   1   0   1   0   0   1   0   0   0   0   0
     972304.0 | 1   0   0   0   0   1   1   1   1   0   1   0   0   1   0   0   0   0   0
     972305.0 | 1   0   0   0   1   1   1   1   1   0   1   0   0   1   0   0   0   0   0
     972400.0 | 0   0   0   0   1   1   1   1   1   0   1   0   0   1   0   0   0   0   0
     972500.0 | 1   0   0   0   1   1   1   1   1   0   1   0   0   1   0   0   0   0   0
     972501.1 | 1   1   0   0   1   1   1   1   1   0   1   0   0   1   0   0   0   0   0
     972600.0 | 0   1   0   0   1   1   1   1   1   0   1   0   0   1   0   0   0   0   0
     972700.0 | 1   1   0   0   1   1   1   1   1   0   1   0   0   1   0   0   0   0   0
     972701.4 | 1   0   0   0   1   1   1   1   1   0   1   0   0   1   0   0   0   0   0
     972702.4 | 1   0   1   0   1   1   1   1   1   0   1   0   0   1   0   0   0   0   0
     972800.0 | 0   0   1   0   1   1   1   1   1   0   1   0   0   1   0   0   0   0   0
     972900.0 | 1   0   1   0   1   1   1   1   1   0   1   0   0   1   0   0   0   0   0
     972901.1 | 1   1   1   0   1   1   1   1   1   0   1   0   0   1   0   0   0   0   0
     973000.0 | 0   1   1   0   1   1   1   1   1   0   1   0   0   1   0   0   0   0   0
     973100.0 | 1   1   1   0   1   1   1   1   1   0   1   0   0   1   0   0   0   0   0
     973101.4 | 1   0   1   0   1   1   1   1   1   0   1   0   0   1   0   0   0   0   0
     973102.7 | 1   0   0   0   1   1   1   1   1   0   1   0   0   1   0   0   0   0   0
     973103.7 | 1   0   0   1   1   1   1   1   1   0   1   0   0   1   0   0   0   0   0
     973200.0 | 0   0   0   1   1   1   1   1   1   0   1   0   0   1   0   0   0   0   0
     973300.0 | 1   0   0   1   1   1   1   1   1   0   1   0   0   1   0   0   0   0   0
     973301.1 | 1   1   0   1   1   1   1   1   1   0   1   0   0   1   0   0   0   0   0
     973400.0 | 0   1   0   1   1   1   1   1   1   0   1   0   0   1   0   0   0   0   0
     973500.0 | 1   1   0   1   1   1   1   1   1   0   1   0   0   1   0   0   0   0   0
     973501.4 | 1   0   0   1   1   1   1   1   1   0   1   0   0   1   0   0   0   0   0
     973502.4 | 1   0   1   1   1   1   1   1   1   0   1   0   0   1   0   0   0   0   0
     973600.0 | 0   0   1   1   1   1   1   1   1   0   1   0   0   1   0   0   0   0   0
     973700.0 | 1   0   1   1   1   1   1   1   1   0   1   0   0   1   0   0   0   0   0
     973701.1 | 1   1   1   1   1   1   1   1   1   0   1   0   0   1   0   0   0   0   0
     973800.0 | 0   1   1   1   1   1   1   1   1   0   1   0   0   1   0   0   0   0   0
     973900.0 | 1   1   1   1   1   1   1   1   1   0   1   0   0   1   0   0   0   0   0
     973901.4 | 1   0   1   1   1   1   1   1   1   0   1   0   0   1   0   0   0   0   0
     973902.7 | 1   0   0   1   1   1   1   1   1   0   1   0   0   1   0   0   0   0   0
     973904.0 | 1   0   0   0   1   1   1   1   1   0   1   0   0   1   0   0   0   0   0
     973905.3 | 1   0   0   0   0   1   1   1   1   0   1   0   0   1   0   0   0   0   0
     973906.6 | 1   0   0   0   0   0   1   1   1   0   1   0   0   1   0   0   0   0   0
     973907.9 | 1   0   0   0   0   0   0   1   1   0   1   0   0   1   0   0   0   0   0
     973909.2 | 1   0   0   0   0   0   0   0   1   0   1   0   0   1   0   0   0   0   0
     973910.5 | 1   0   0   0   0   0   0   0   0   0   1   0   0   1   0   0   0   0   0
     973911.5 | 1   0   0   0   0   0   0   0   0   1   1   0   0   1   0   0   0   0   0
     974000.0 | 0   0   0   0   0   0   0   0   0   1   1   0   0   1   0   0   0   0   0
     974100.0 | 1   0   0   0   0   0   0   0   0   1   1   0   0   1   0   0   0   0   0
     974101.1 | 1   1   0   0   0   0   0   0   0   1   1   0   0   1   0   0   0   0   0
     974200.0 | 0   1   0   0   0   0   0   0   0   1   1   0   0   1   0   0   0   0   0
     974300.0 | 1   1   0   0   0   0   0   0   0   1   1   0   0   1   0   0   0   0   0
     974301.4 | 1   0   0   0   0   0   0   0   0   1   1   0   0   1   0   0   0   0   0
     974302.4 | 1   0   1   0   0   0   0   0   0   1   1   0   0   1   0   0   0   0   0
     974400.0 | 0   0   1   0   0   0   0   0   0   1   1   0   0   1   0   0   0   0   0
     974500.0 | 1   0   1   0   0   0   0   0   0   1   1   0   0   1   0   0   0   0   0
     974501.1 | 1   1   1   0   0   0   0   0   0   1   1   0   0   1   0   0   0   0   0
     974600.0 | 0   1   1   0   0   0   0   0   0   1   1   0   0   1   0   0   0   0   0
     974700.0 | 1   1   1   0   0   0   0   0   0   1   1   0   0   1   0   0   0   0   0
     974701.4 | 1   0   1   0   0   0   0   0   0   1   1   0   0   1   0   0   0   0   0
     974702.7 | 1   0   0   0   0   0   0   0   0   1   1   0   0   1   0   0   0   0   0
     974703.7 | 1   0   0   1   0   0   0   0   0   1   1   0   0   1   0   0   0   0   0
     974800.0 | 0   0   0   1   0   0   0   0   0   1   1   0   0   1   0   0   0   0   0
     974900.0 | 1   0   0   1   0   0   0   0   0   1   1   0   0   1   0   0   0   0   0
     974901.1 | 1   1   0   1   0   0   0   0   0   1   1   0   0   1   0   0   0   0   0
     975000.0 | 0   1   0   1   0   0   0   0   0   1   1   0   0   1   0   0   0   0   0
     975100.0 | 1   1   0   1   0   0   0   0   0   1   1   0   0   1   0   0   0   0   0
     975101.4 | 1   0   0   1   0   0   0   0   0   1   1   0   0   1   0   0   0   0   0
     975102.4 | 1   0   1   1   0   0   0   0   0   1   1   0   0   1   0   0   0   0   0
     975200.0 | 0   0   1   1   0   0   0   0   0   1   1   0   0   1   0   0   0   0   0
     975300.0 | 1   0   1   1   0   0   0   0   0   1   1   0   0   1   0   0   0   0   0
     975301.1 | 1   1   1   1   0   0   0   0   0   1   1   0   0   1   0   0   0   0   0
     975400.0 | 0   1   1   1   0   0   0   0   0   1   1   0   0   1   0   0   0   0   0
     975500.0 | 1   1   1   1   0   0   0   0   0   1   1   0   0   1   0   0   0   0   0
     975501.4 | 1   0   1   1   0   0   0   0   0   1   1   0   0   1   0   0   0   0   0
     975502.7 | 1   0   0   1   0   0   0   0   0   1   1   0   0   1   0   0   0   0   0
     975504.0 | 1   0   0   0   0   0   0   0   0   1   1   0   0   1   0   0   0   0   0
     975505.0 | 1   0   0   0   1   0   0   0   0   1   1   0   0   1   0   0   0   0   0
     975600.0 | 0   0   0   0   1   0   0   0   0   1   1   0   0   1   0   0   0   0   0
     975700.0 | 1   0   0   0   1   0   0   0   0   1   1   0   0   1   0   0   0   0   0
     975701.1 | 1   1   0   0   1   0   0   0   0   1   1   0   0   1   0   0   0   0   0
     975800.0 | 0   1   0   0   1   0   0   0   0   1   1   0   0   1   0   0   0   0   0
     975900.0 | 1   1   0   0   1   0   0   0   0   1   1   0   0   1   0   0   0   0   0
     975901.4 | 1   0   0   0   1   0   0   0   0   1   1   0   0   1   0   0   0   0   0
     975902.4 | 1   0   1   0   1   0   0   0   0   1   1   0   0   1   0   0   0   0   0
     976000.0 | 0   0   1   0   1   0   0   0   0   1   1   0   0   1   0   0   0   0   0
     976100.0 | 1   0   1   0   1   0   0   0   0   1   1   0   0   1   0   0   0   0   0
     976101.1 | 1   1   1   0   1   0   0   0   0   1   1   0   0   1   0   0   0   0   0
     976200.0 | 0   1   1   0   1   0   0   0   0   1   1   0   0   1   0   0   0   0   0
     976300.0 | 1   1   1   0   1   0   0   0   0   1   1   0   0   1   0   0   0   0   0
     976301.4 | 1   0   1   0   1   0   0   0   0   1   1   0   0   1   0   0   0   0   0
     976302.7 | 1   0   0   0   1   0   0   0   0   1   1   0   0   1   0   0   0   0   0
     976303.7 | 1   0   0   1   1   0   0   0   0   1   1   0   0   1   0   0   0   0   0
     976400.0 | 0   0   0   1   1   0   0   0   0   1   1   0   0   1   0   0   0   0   0
     976500.0 | 1   0   0   1   1   0   0   0   0   1   1   0   0   1   0   0   0   0   0
     976501.1 | 1   1   0   1   1   0   0   0   0   1   1   0   0   1   0   0   0   0   0
     976600.0 | 0   1   0   1   1   0   0   0   0   1   1   0   0   1   0   0   0   0   0
     976700.0 | 1   1   0   1   1   0   0   0   0   1   1   0   0   1   0   0   0   0   0
     976701.4 | 1   0   0   1   1   0   0   0   0   1   1   0   0   1   0   0   0   0   0
     976702.4 | 1   0   1   1   1   0   0   0   0   1   1   0   0   1   0   0   0   0   0
     976800.0 | 0   0   1   1   1   0   0   0   0   1   1   0   0   1   0   0   0   0   0
     976900.0 | 1   0   1   1   1   0   0   0   0   1   1   0   0   1   0   0   0   0   0
     976901.1 | 1   1   1   1   1   0   0   0   0   1   1   0   0   1   0   0   0   0   0
     977000.0 | 0   1   1   1   1   0   0   0   0   1   1   0   0   1   0   0   0   0   0
     977100.0 | 1   1   1   1   1   0   0   0   0   1   1   0   0   1   0   0   0   0   0
     977101.4 | 1   0   1   1   1   0   0   0   0   1   1   0   0   1   0   0   0   0   0
     977102.7 | 1   0   0   1   1   0   0   0   0   1   1   0   0   1   0   0   0   0   0
     977104.0 | 1   0   0   0   1   0   0   0   0   1   1   0   0   1   0   0   0   0   0
     977105.3 | 1   0   0   0   0   0   0   0   0   1   1   0   0   1   0   0   0   0   0
     977106.3 | 1   0   0   0   0   1   0   0   0   1   1   0   0   1   0   0   0   0   0
     977200.0 | 0   0   0   0   0   1   0   0   0   1   1   0   0   1   0   0   0   0   0
     977300.0 | 1   0   0   0   0   1   0   0   0   1   1   0   0   1   0   0   0   0   0
     977301.1 | 1   1   0   0   0   1   0   0   0   1   1   0   0   1   0   0   0   0   0
     977400.0 | 0   1   0   0   0   1   0   0   0   1   1   0   0   1   0   0   0   0   0
     977500.0 | 1   1   0   0   0   1   0   0   0   1   1   0   0   1   0   0   0   0   0
     977501.4 | 1   0   0   0   0   1   0   0   0   1   1   0   0   1   0   0   0   0   0
     977502.4 | 1   0   1   0   0   1   0   0   0   1   1   0   0   1   0   0   0   0   0
     977600.0 | 0   0   1   0   0   1   0   0   0   1   1   0   0   1   0   0   0   0   0
     977700.0 | 1   0   1   0   0   1   0   0   0   1   1   0   0   1   0   0   0   0   0
     977701.1 | 1   1   1   0   0   1   0   0   0   1   1   0   0   1   0   0   0   0   0
     977800.0 | 0   1   1   0   0   1   0   0   0   1   1   0   0   1   0   0   0   0   0
     977900.0 | 1   1   1   0   0   1   0   0   0   1   1   0   0   1   0   0   0   0   0
     977901.4 | 1   0   1   0   0   1   0   0   0   1   1   0   0   1   0   0   0   0   0
     977902.7 | 1   0   0   0   0   1   0   0   0   1   1   0   0   1   0   0   0   0   0
     977903.7 | 1   0   0   1   0   1   0   0   0   1   1   0   0   1   0   0   0   0   0
     978000.0 | 0   0   0   1   0   1   0   0   0   1   1   0   0   1   0   0   0   0   0
     978100.0 | 1   0   0   1   0   1   0   0   0   1   1   0   0   1   0   0   0   0   0
     978101.1 | 1   1   0   1   0   1   0   0   0   1   1   0   0   1   0   0   0   0   0
     978200.0 | 0   1   0   1   0   1   0   0   0   1   1   0   0   1   0   0   0   0   0
     978300.0 | 1   1   0   1   0   1   0   0   0   1   1   0   0   1   0   0   0   0   0
     978301.4 | 1   0   0   1   0   1   0   0   0   1   1   0   0   1   0   0   0   0   0
     978302.4 | 1   0   1   1   0   1   0   0   0   1   1   0   0   1   0   0   0   0   0
     978400.0 | 0   0   1   1   0   1   0   0   0   1   1   0   0   1   0   0   0   0   0
     978500.0 | 1   0   1   1   0   1   0   0   0   1   1   0   0   1   0   0   0   0   0
     978501.1 | 1   1   1   1   0   1   0   0   0   1   1   0   0   1   0   0   0   0   0
     978600.0 | 0   1   1   1   0   1   0   0   0   1   1   0   0   1   0   0   0   0   0
     978700.0 | 1   1   1   1   0   1   0   0   0   1   1   0   0   1   0   0   0   0   0
     978701.4 | 1   0   1   1   0   1   0   0   0   1   1   0   0   1   0   0   0   0   0
     978702.7 | 1   0   0   1   0   1   0   0   0   1   1   0   0   1   0   0   0   0   0
     978704.0 | 1   0   0   0   0   1   0   0   0   1   1   0   0   1   0   0   0   0   0
     978705.0 | 1   0   0   0   1   1   0   0   0   1   1   0   0   1   0   0   0   0   0
     978800.0 | 0   0   0   0   1   1   0   0   0   1   1   0   0   1   0   0   0   0   0
     978900.0 | 1   0   0   0   1   1   0   0   0   1   1   0   0   1   0   0   0   0   0
     978901.1 | 1   1   0   0   1   1   0   0   0   1   1   0   0   1   0   0   0   0   0
     979000.0 | 0   1   0   0   1   1   0   0   0   1   1   0   0   1   0   0   0   0   0
     979100.0 | 1   1   0   0   1   1   0   0   0   1   1   0   0   1   0   0   0   0   0
     979101.4 | 1   0   0   0   1   1   0   0   0   1   1   0   0   1   0   0   0   0   0
     979102.4 | 1   0   1   0   1   1   0   0   0   1   1   0   0   1   0   0   0   0   0
     979200.0 | 0   0   1   0   1   1   0   0   0   1   1   0   0   1   0   0   0   0   0
     979300.0 | 1   0   1   0   1   1   0   0   0   1   1   0   0   1   0   0   0   0   0
     979301.1 | 1   1   1   0   1   1   0   0   0   1   1   0   0   1   0   0   0   0   0
     979400.0 | 0   1   1   0   1   1   0   0   0   1   1   0   0   1   0   0   0   0   0
     979500.0 | 1   1   1   0   1   1   0   0   0   1   1   0   0   1   0   0   0   0   0
     979501.4 | 1   0   1   0   1   1   0   0   0   1   1   0   0   1   0   0   0   0   0
     979502.7 | 1   0   0   0   1   1   0   0   0   1   1   0   0   1   0   0   0   0   0
     979503.7 | 1   0   0   1   1   1   0   0   0   1   1   0   0   1   0   0   0   0   0
     979600.0 | 0   0   0   1   1   1   0   0   0   1   1   0   0   1   0   0   0   0   0
     979700.0 | 1   0   0   1   1   1   0   0   0   1   1   0   0   1   0   0   0   0   0
     979701.1 | 1   1   0   1   1   1   0   0   0   1   1   0   0   1   0   0   0   0   0
     979800.0 | 0   1   0   1   1   1   0   0   0   1   1   0   0   1   0   0   0   0   0
     979900.0 | 1   1   0   1   1   1   0   0   0   1   1   0   0   1   0   0   0   0   0
     979901.4 | 1   0   0   1   1   1   0   0   0   1   1   0   0   1   0   0   0   0   0
     979902.4 | 1   0   1   1   1   1   0   0   0   1   1   0   0   1   0   0   0   0   0
     980000.0 | 0   0   1   1   1   1   0   0   0   1   1   0   0   1   0   0   0   0   0
     980100.0 | 1   0   1   1   1   1   0   0   0   1   1   0   0   1   0   0   0   0   0
     980101.1 | 1   1   1   1   1   1   0   0   0   1   1   0   0   1   0   0   0   0   0
     980200.0 | 0   1   1   1   1   1   0   0   0   1   1   0   0   1   0   0   0   0   0
     980300.0 | 1   1   1   1   1   1   0   0   0   1   1   0   0   1   0   0   0   0   0
     980301.4 | 1   0   1   1   1   1   0   0   0   1   1   0   0   1   0   0   0   0   0
     980302.7 | 1   0   0   1   1   1   0   0   0   1   1   0   0   1   0   0   0   0   0
     980304.0 | 1   0   0   0   1   1   0   0   0   1   1   0   0   1   0   0   0   0   0
     980305.3 | 1   0   0   0   0   1   0   0   0   1   1   0   0   1   0   0   0   0   0
     980306.6 | 1   0   0   0   0   0   0   0   0   1   1   0   0   1   0   0   0   0   0
     980307.6 | 1   0   0   0   0   0   1   0   0   1   1   0   0   1   0   0   0   0   0
     980400.0 | 0   0   0   0   0   0   1   0   0   1   1   0   0   1   0   0   0   0   0
     980500.0 | 1   0   0   0   0   0   1   0   0   1   1   0   0   1   0   0   0   0   0
     980501.1 | 1   1   0   0   0   0   1   0   0   1   1   0   0   1   0   0   0   0   0
     980600.0 | 0   1   0   0   0   0   1   0   0   1   1   0   0   1   0   0   0   0   0
     980700.0 | 1   1   0   0   0   0   1   0   0   1   1   0   0   1   0   0   0   0   0
     980701.4 | 1   0   0   0   0   0   1   0   0   1   1   0   0   1   0   0   0   0   0
     980702.4 | 1   0   1   0   0   0   1   0   0   1   1   0   0   1   0   0   0   0   0
     980800.0 | 0   0   1   0   0   0   1   0   0   1   1   0   0   1   0   0   0   0   0
     980900.0 | 1   0   1   0   0   0   1   0   0   1   1   0   0   1   0   0   0   0   0
     980901.1 | 1   1   1   0   0   0   1   0   0   1   1   0   0   1   0   0   0   0   0
     981000.0 | 0   1   1   0   0   0   1   0   0   1   1   0   0   1   0   0   0   0   0
     981100.0 | 1   1   1   0   0   0   1   0   0   1   1   0   0   1   0   0   0   0   0
     981101.4 | 1   0   1   0   0   0   1   0   0   1   1   0   0   1   0   0   0   0   0
     981102.7 | 1   0   0   0   0   0   1   0   0   1   1   0   0   1   0   0   0   0   0
     981103.7 | 1   0   0   1   0   0   1   0   0   1   1   0   0   1   0   0   0   0   0
     981200.0 | 0   0   0   1   0   0   1   0   0   1   1   0   0   1   0   0   0   0   0
     981300.0 | 1   0   0   1   0   0   1   0   0   1   1   0   0   1   0   0   0   0   0
     981301.1 | 1   1   0   1   0   0   1   0   0   1   1   0   0   1   0   0   0   0   0
     981400.0 | 0   1   0   1   0   0   1   0   0   1   1   0   0   1   0   0   0   0   0
     981500.0 | 1   1   0   1   0   0   1   0   0   1   1   0   0   1   0   0   0   0   0
     981501.4 | 1   0   0   1   0   0   1   0   0   1   1   0   0   1   0   0   0   0   0
     981502.4 | 1   0   1   1   0   0   1   0   0   1   1   0   0   1   0   0   0   0   0
     981600.0 | 0   0   1   1   0   0   1   0   0   1   1   0   0   1   0   0   0   0   0
     981700.0 | 1   0   1   1   0   0   1   0   0   1   1   0   0   1   0   0   0   0   0
     981701.1 | 1   1   1   1   0   0   1   0   0   1   1   0   0   1   0   0   0   0   0
     981800.0 | 0   1   1   1   0   0   1   0   0   1   1   0   0   1   0   0   0   0   0
     981900.0 | 1   1   1   1   0   0   1   0   0   1   1   0   0   1   0   0   0   0   0
     981901.4 | 1   0   1   1   0   0   1   0   0   1   1   0   0   1   0   0   0   0   0
     981902.7 | 1   0   0   1   0   0   1   0   0   1   1   0   0   1   0   0   0   0   0
     981904.0 | 1   0   0   0   0   0   1   0   0   1   1   0   0   1   0   0   0   0   0
     981905.0 | 1   0   0   0   1   0   1   0   0   1   1   0   0   1   0   0   0   0   0
     982000.0 | 0   0   0   0   1   0   1   0   0   1   1   0   0   1   0   0   0   0   0
     982100.0 | 1   0   0   0   1   0   1   0   0   1   1   0   0   1   0   0   0   0   0
     982101.1 | 1   1   0   0   1   0   1   0   0   1   1   0   0   1   0   0   0   0   0
     982200.0 | 0   1   0   0   1   0   1   0   0   1   1   0   0   1   0   0   0   0   0
     982300.0 | 1   1   0   0   1   0   1   0   0   1   1   0   0   1   0   0   0   0   0
     982301.4 | 1   0   0   0   1   0   1   0   0   1   1   0   0   1   0   0   0   0   0
     982302.4 | 1   0   1   0   1   0   1   0   0   1   1   0   0   1   0   0   0   0   0
     982400.0 | 0   0   1   0   1   0   1   0   0   1   1   0   0   1   0   0   0   0   0
     982500.0 | 1   0   1   0   1   0   1   0   0   1   1   0   0   1   0   0   0   0   0
     982501.1 | 1   1   1   0   1   0   1   0   0   1   1   0   0   1   0   0   0   0   0
     982600.0 | 0   1   1   0   1   0   1   0   0   1   1   0   0   1   0   0   0   0   0
     982700.0 | 1   1   1   0   1   0   1   0   0   1   1   0   0   1   0   0   0   0   0
     982701.4 | 1   0   1   0   1   0   1   0   0   1   1   0   0   1   0   0   0   0   0
     982702.7 | 1   0   0   0   1   0   1   0   0   1   1   0   0   1   0   0   0   0   0
     982703.7 | 1   0   0   1   1   0   1   0   0   1   1   0   0   1   0   0   0   0   0
     982800.0 | 0   0   0   1   1   0   1   0   0   1   1   0   0   1   0   0   0   0   0
     982900.0 | 1   0   0   1   1   0   1   0   0   1   1   0   0   1   0   0   0   0   0
     982901.1 | 1   1   0   1   1   0   1   0   0   1   1   0   0   1   0   0   0   0   0
     983000.0 | 0   1   0   1   1   0   1   0   0   1   1   0   0   1   0   0   0   0   0
     983100.0 | 1   1   0   1   1   0   1   0   0   1   1   0   0   1   0   0   0   0   0
     983101.4 | 1   0   0   1   1   0   1   0   0   1   1   0   0   1   0   0   0   0   0
     983102.4 | 1   0   1   1   1   0   1   0   0   1   1   0   0   1   0   0   0   0   0
     983200.0 | 0   0   1   1   1   0   1   0   0   1   1   0   0   1   0   0   0   0   0
     983300.0 | 1   0   1   1   1   0   1   0   0   1   1   0   0   1   0   0   0   0   0
     983301.1 | 1   1   1   1   1   0   1   0   0   1   1   0   0   1   0   0   0   0   0
     983400.0 | 0   1   1   1   1   0   1   0   0   1   1   0   0   1   0   0   0   0   0
     983500.0 | 1   1   1   1   1   0   1   0   0   1   1   0   0   1   0   0   0   0   0
     983501.4 | 1   0   1   1   1   0   1   0   0   1   1   0   0   1   0   0   0   0   0
     983502.7 | 1   0   0   1   1   0   1   0   0   1   1   0   0   1   0   0   0   0   0
     983504.0 | 1   0   0   0   1   0   1   0   0   1   1   0   0   1   0   0   0   0   0
     983505.3 | 1   0   0   0   0   0   1   0   0   1   1   0   0   1   0   0   0   0   0
     983506.3 | 1   0   0   0   0   1   1   0   0   1   1   0   0   1   0   0   0   0   0
     983600.0 | 0   0   0   0   0   1   1   0   0   1   1   0   0   1   0   0   0   0   0
     983700.0 | 1   0   0   0   0   1   1   0   0   1   1   0   0   1   0   0   0   0   0
     983701.1 | 1   1   0   0   0   1   1   0   0   1   1   0   0   1   0   0   0   0   0
     983800.0 | 0   1   0   0   0   1   1   0   0   1   1   0   0   1   0   0   0   0   0
     983900.0 | 1   1   0   0   0   1   1   0   0   1   1   0   0   1   0   0   0   0   0
     983901.4 | 1   0   0   0   0   1   1   0   0   1   1   0   0   1   0   0   0   0   0
     983902.4 | 1   0   1   0   0   1   1   0   0   1   1   0   0   1   0   0   0   0   0
     984000.0 | 0   0   1   0   0   1   1   0   0   1   1   0   0   1   0   0   0   0   0
     984100.0 | 1   0   1   0   0   1   1   0   0   1   1   0   0   1   0   0   0   0   0
     984101.1 | 1   1   1   0   0   1   1   0   0   1   1   0   0   1   0   0   0   0   0
     984200.0 | 0   1   1   0   0   1   1   0   0   1   1   0   0   1   0   0   0   0   0
     984300.0 | 1   1   1   0   0   1   1   0   0   1   1   0   0   1   0   0   0   0   0
     984301.4 | 1   0   1   0   0   1   1   0   0   1   1   0   0   1   0   0   0   0   0
     984302.7 | 1   0   0   0   0   1   1   0   0   1   1   0   0   1   0   0   0   0   0
     984303.7 | 1   0   0   1   0   1   1   0   0   1   1   0   0   1   0   0   0   0   0
     984400.0 | 0   0   0   1   0   1   1   0   0   1   1   0   0   1   0   0   0   0   0
     984500.0 | 1   0   0   1   0   1   1   0   0   1   1   0   0   1   0   0   0   0   0
     984501.1 | 1   1   0   1   0   1   1   0   0   1   1   0   0   1   0   0   0   0   0
     984600.0 | 0   1   0   1   0   1   1   0   0   1   1   0   0   1   0   0   0   0   0
     984700.0 | 1   1   0   1   0   1   1   0   0   1   1   0   0   1   0   0   0   0   0
     984701.4 | 1   0   0   1   0   1   1   0   0   1   1   0   0   1   0   0   0   0   0
     984702.4 | 1   0   1   1   0   1   1   0   0   1   1   0   0   1   0   0   0   0   0
     984800.0 | 0   0   1   1   0   1   1   0   0   1   1   0   0   1   0   0   0   0   0
     984900.0 | 1   0   1   1   0   1   1   0   0   1   1   0   0   1   0   0   0   0   0
     984901.1 | 1   1   1   1   0   1   1   0   0   1   1   0   0   1   0   0   0   0   0
     985000.0 | 0   1   1   1   0   1   1   0   0   1   1   0   0   1   0   0   0   0   0
     985100.0 | 1   1   1   1   0   1   1   0   0   1   1   0   0   1   0   0   0   0   0
     985101.4 | 1   0   1   1   0   1   1   0   0   1   1   0   0   1   0   0   0   0   0
     985102.7 | 1   0   0   1   0   1   1   0   0   1   1   0   0   1   0   0   0   0   0
     985104.0 | 1   0   0   0   0   1   1   0   0   1   1   0   0   1   0   0   0   0   0
     985105.0 | 1   0   0   0   1   1   1   0   0   1   1   0   0   1   0   0   0   0   0
     985200.0 | 0   0   0   0   1   1   1   0   0   1   1   0   0   1   0   0   0   0   0
     985300.0 | 1   0   0   0   1   1   1   0   0   1   1   0   0   1   0   0   0   0   0
     985301.1 | 1   1   0   0   1   1   1   0   0   1   1   0   0   1   0   0   0   0   0
     985400.0 | 0   1   0   0   1   1   1   0   0   1   1   0   0   1   0   0   0   0   0
     985500.0 | 1   1   0   0   1   1   1   0   0   1   1   0   0   1   0   0   0   0   0
     985501.4 | 1   0   0   0   1   1   1   0   0   1   1   0   0   1   0   0   0   0   0
     985502.4 | 1   0   1   0   1   1   1   0   0   1   1   0   0   1   0   0   0   0   0
     985600.0 | 0   0   1   0   1   1   1   0   0   1   1   0   0   1   0   0   0   0   0
     985700.0 | 1   0   1   0   1   1   1   0   0   1   1   0   0   1   0   0   0   0   0
     985701.1 | 1   1   1   0   1   1   1   0   0   1   1   0   0   1   0   0   0   0   0
     985800.0 | 0   1   1   0   1   1   1   0   0   1   1   0   0   1   0   0   0   0   0
     985900.0 | 1   1   1   0   1   1   1   0   0   1   1   0   0   1   0   0   0   0   0
     985901.4 | 1   0   1   0   1   1   1   0   0   1   1   0   0   1   0   0   0   0   0
     985902.7 | 1   0   0   0   1   1   1   0   0   1   1   0   0   1   0   0   0   0   0
     985903.7 | 1   0   0   1   1   1   1   0   0   1   1   0   0   1   0   0   0   0   0
     986000.0 | 0   0   0   1   1   1   1   0   0   1   1   0   0   1   0   0   0   0   0
